6/5 13:40:17.137  COMBAT_LOG_VERSION,4,ADVANCED_LOG_ENABLED,0
6/5 13:41:18.107  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:18.107  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,176,0,0,nil
6/5 13:41:18.107  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,3677,0,1,0,0,0,nil,nil,nil
6/5 13:41:18.107  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,419,0,0,nil
6/5 13:41:18.107  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0xa28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,8751,0,1,0,0,0,1,nil,nil
6/5 13:41:18.107  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:18.107  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,90,0,0,nil
6/5 13:41:18.107  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,1871,0,1,0,0,0,nil,nil,nil
6/5 13:41:18.107  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,104,0,0,nil
6/5 13:41:18.107  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0xa28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,2180,0,1,0,0,0,nil,nil,nil
6/5 13:41:18.123  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,190411,"Whirlwind",0x1,"Not yet recovered"
6/5 13:41:18.205  SPELL_AURA_REMOVED_DOSE,0000000000000000,nil,0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,159675,"Mark of Warsong",0x10,BUFF,9
6/5 13:41:18.859  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,190411,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:18.859  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:18.859  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,170,0,0,nil
6/5 13:41:18.859  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,3552,0,1,0,0,0,nil,nil,nil
6/5 13:41:18.859  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,196,0,0,nil
6/5 13:41:18.859  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0xa28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,4089,0,1,0,0,0,nil,nil,nil
6/5 13:41:18.859  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:18.859  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,89,0,0,nil
6/5 13:41:18.859  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,1856,0,1,0,0,0,nil,nil,nil
6/5 13:41:18.859  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,103,0,0,nil
6/5 13:41:18.859  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0xa28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,2155,0,1,0,0,0,nil,nil,nil
6/5 13:41:18.859  SPELL_AURA_REFRESH,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,85739,"Meat Cleaver",0x1,BUFF
6/5 13:41:18.956  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,190411,"Whirlwind",0x1,"Not yet recovered"
6/5 13:41:19.029  SWING_MISSED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,MISS,nil
6/5 13:41:19.101  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:19.101  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,182,0,0,nil
6/5 13:41:19.101  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0xa28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,3801,0,1,0,0,0,nil,nil,nil
6/5 13:41:19.101  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,197,0,0,nil
6/5 13:41:19.101  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,4106,0,1,0,0,0,nil,nil,nil
6/5 13:41:19.101  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:19.101  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,86,0,0,nil
6/5 13:41:19.101  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0xa28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,1806,0,1,0,0,0,nil,nil,nil
6/5 13:41:19.101  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,99,0,0,nil
6/5 13:41:19.101  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,2065,0,1,0,0,0,nil,nil,nil
6/5 13:41:19.264  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,190411,"Whirlwind",0x1,"Not yet recovered"
6/5 13:41:19.316  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:19.316  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,185,0,0,nil
6/5 13:41:19.316  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0xa28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,3860,0,1,0,0,0,nil,nil,nil
6/5 13:41:19.316  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,197,0,0,nil
6/5 13:41:19.316  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,4116,0,1,0,0,0,nil,nil,nil
6/5 13:41:19.316  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:19.316  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,85,0,0,nil
6/5 13:41:19.316  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0xa28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,1770,0,1,0,0,0,nil,nil,nil
6/5 13:41:19.316  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,212,0,0,nil
6/5 13:41:19.316  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,4432,0,1,0,0,0,1,nil,nil
6/5 13:41:19.316  SPELL_AURA_REFRESH,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,85739,"Meat Cleaver",0x1,BUFF
6/5 13:41:19.821  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,23881,"Bloodthirst",0x1,"Not yet recovered"
6/5 13:41:20.009  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,23881,"Bloodthirst",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:20.009  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,837,0,0,nil
6/5 13:41:20.009  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,23881,"Bloodthirst",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,17475,0,1,0,7488,0,nil,nil,nil
6/5 13:41:20.009  SPELL_AURA_REMOVED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,85739,"Meat Cleaver",0x1,BUFF
6/5 13:41:20.009  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,117313,"Bloodthirst Heal",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,18972,441,0,nil
6/5 13:41:20.009  SPELL_ENERGIZE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,23881,"Bloodthirst",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,10,0,1,0
6/5 13:41:20.125  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,23881,"Bloodthirst",0x1,"Not yet recovered"
6/5 13:41:20.186  SPELL_AURA_REMOVED_DOSE,0000000000000000,nil,0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,159675,"Mark of Warsong",0x10,BUFF,8
6/5 13:41:20.462  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,242,242,0,nil
6/5 13:41:20.462  SWING_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,5045,0,1,0,0,0,nil,nil,nil
6/5 13:41:21.019  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,85288,"Raging Blow",0x1,"Not yet recovered"
6/5 13:41:21.176  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,85288,"Raging Blow",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:21.176  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,96103,"Raging Blow",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:21.176  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,1821,1821,0,nil
6/5 13:41:21.176  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,96103,"Raging Blow",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,38035,0,1,0,0,0,nil,nil,nil
6/5 13:41:21.176  SPELL_ENERGIZE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,85288,"Raging Blow",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,5,0,1,0
6/5 13:41:21.261  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,85288,"Raging Blow",0x1,"Not yet recovered"
6/5 13:41:21.273  SPELL_AURA_REMOVED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,60229,"Strength",0x2,BUFF
6/5 13:41:21.358  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,801,801,0,nil
6/5 13:41:21.358  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,85384,"Raging Blow",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,16728,0,1,0,0,0,nil,nil,nil
6/5 13:41:21.394  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,85288,"Raging Blow",0x1,"Not yet recovered"
6/5 13:41:21.645  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,23881,"Bloodthirst",0x1,"Not yet recovered"
6/5 13:41:21.789  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,100130,"Furious Slash",0x1,"Not yet recovered"
6/5 13:41:21.814  SWING_MISSED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,MISS,nil
6/5 13:41:22.161  SPELL_AURA_REMOVED_DOSE,0000000000000000,nil,0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,159675,"Mark of Warsong",0x10,BUFF,7
6/5 13:41:22.352  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,100130,"Furious Slash",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:22.352  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,576,576,0,nil
6/5 13:41:22.352  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,100130,"Furious Slash",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,12027,0,1,0,0,0,nil,nil,nil
6/5 13:41:22.352  SPELL_AURA_APPLIED_DOSE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,206333,"Taste for Blood",0x1,BUFF,2
6/5 13:41:22.448  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,100130,"Furious Slash",0x1,"Not yet recovered"
6/5 13:41:22.871  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,23881,"Bloodthirst",0x1,"Not yet recovered"
6/5 13:41:23.274  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,358,358,0,nil
6/5 13:41:23.274  SWING_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,7485,0,1,0,0,0,1,nil,nil
6/5 13:41:23.391  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,23881,"Bloodthirst",0x1,"Not yet recovered"
6/5 13:41:23.544  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,23881,"Bloodthirst",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:23.545  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,1956,1956,0,nil
6/5 13:41:23.545  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,23881,"Bloodthirst",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,40857,0,1,0,0,0,1,nil,nil
6/5 13:41:23.545  SPELL_AURA_REMOVED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,206333,"Taste for Blood",0x1,BUFF
6/5 13:41:23.545  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,184362,"Enrage",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:23.545  SPELL_AURA_APPLIED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,184362,"Enrage",0x1,BUFF
6/5 13:41:23.545  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,117313,"Bloodthirst Heal",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,18972,18972,0,nil
6/5 13:41:23.545  SPELL_ENERGIZE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,23881,"Bloodthirst",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,10,0,1,0
6/5 13:41:23.579  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,23881,"Bloodthirst",0x1,"Not yet recovered"
6/5 13:41:24.179  SPELL_AURA_REMOVED_DOSE,0000000000000000,nil,0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,159675,"Mark of Warsong",0x10,BUFF,6
6/5 13:41:24.620  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,190411,"Whirlwind",0x1,"Not yet recovered"
6/5 13:41:24.714  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,190411,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
